DistName,n_schools,n_students,st_pct_black,st_pct_hisp,st_pct_white,st_pct_native,st_pct_asian,st_pct_pac,st_pct_mult,st_pct_ecodis,st_pct_englishlearners,st_pct_speced,st_pct_bilingual,st_pct_careertech,st_pct_gifted,attendance_rate,ann_dropout_rate,ann_grad_count_1819,avg_sat_1819,avg_act_1819,tot_staff_fte,tot_teach_fte,staff_pct_centraladmin,staff_pct_schooladmin,staff_pct_profsupport,staff_pct_teach,staff_pct_educaides,staff_pct_aux,avg_salary_central,avg_salary_school,avg_salary_prof,avg_salary_teach,staff_pct_minority,stud_teach_ratio,teach_pct_5underexp,teach_avgexp,teach_pct_advdegrees,teach_turnover_rate,teach_pct_black,teach_pct_hisp,teach_pct_white,teach_pct_native,teach_pct_asian,teach_pct_pac,teach_pct_mult,teach_pct_reged,teach_pct_speced,teach_pct_compeduc,teach_pct_esl,taxable_value_per_student_17,local_tax_rate_18,tot_operating_reevenue,rev_pct_state,rev_pct_local,rev_pct_fed,tot_other_rev,fund_balance,net_assets_charter,tot_expend_1819,tot_opexpend_per_student,,exp_pct_basiced,exp_pect_speced,exp_pct_state,exp_pct_esl,exp_pct_cartecheduc,exp_pct_gifted,exp_pct_athletics,exp_pct_hsallotment,exp_pct_kinder,exp_pct_na,district_size,community_type,property_wealth,tax_rate
INDUSTRIAL ISD,4,1174,0.8,30.7,67,0.2,0,0,1.4,33.9,2.9,10,2.9,24.5,7.6,96.1,0,93,1077,19.9,177.5,88.9,1.1,2.3,5.1,50.1,13.9,27.6,89500,80229,64680,51338,11.3,13.2,18,15.7,16.8,16,0,5.6,94.4,0,0,0,0,78.6,6.8,1.1,0.4,667459,1.314,17945721,16.9,77.5,5.6,3095755,3573698,0,24650578,10863,52.6,46.8,4.1,5.9,0.1,4.1,0.8,4.4,0.7,0.5,32.6,"1,000 to 1,599",Non-metropolitan Stable,"$636,179 to < $697,496",$1.1701 to under $1.3141
BROOKELAND ISD,2,388,2.1,2.8,91.5,0,0,0,3.6,65.7,0,13.1,0,26,0.3,95.2,3.5,25,1066,20.6,67.3,36.9,1.5,3,3.1,54.9,11.9,25.7,95451,70369,61633,48993,7.4,10.5,27.1,15.3,16.1,18,2.7,2.7,94.6,0,0,0,0,88.2,4.6,0,0,691208,1.04,5736981,16.8,51.4,31.8,57605,4297058,0,6960179,12765,56.3,45.2,5.9,10.3,0,4.9,0,3,0.2,0.6,29.9,Under 500,Rural,"$636,179 to < $697,496",Under $1.1701
BUNA ISD,3,1504,4.3,3.3,89.4,0.2,0.2,0,2.7,42,0.7,12.7,0.7,36.6,6.9,95.5,0.4,109,982,19.6,263.4,124.1,0.6,2.7,5.2,47.1,17,27.3,99061,69331,55153,49373,4.2,12.1,27.4,14.4,13.8,12.5,0.8,0,99.2,0,0,0,0,71,11.1,2.4,0,216014,1.49,18842334,57.7,31.7,10.7,1798924,3138374,0,19162158,10408,56.1,38.3,19.6,6.1,0.1,5.6,1.7,3.4,0.3,0,25,"1,000 to 1,599",Non-metropolitan Stable,"$178,741 to < $225,013",$1.4301 and over
JASPER ISD,4,2309,37.6,19.4,38.6,0.2,0.3,0.1,3.7,80.7,9,12,8.7,27.8,5.8,94.5,0.9,169,1041,18.9,382.8,174.4,1.6,3.1,6.2,45.5,14.6,29,98473,77439,61481,48980,39.2,13.2,37.3,13.2,23.1,28.1,27,2.3,69.6,0.6,0,0,0.6,72.2,9.3,6.9,1.5,354103,1.336,28571985,44.2,41.9,14,1518714,11327281,0,27467662,10182,52.9,37.5,12.8,10.3,0.7,5,0.1,3.4,0.6,0.8,28.9,"1,600 to 2,999",Independent Town,"$337,807 to < $360,988",$1.3141 to under $1.4301
KIRBYVILLE CISD,3,1483,8.2,8.4,77.7,0.1,0.3,0.1,5.3,65.5,2.7,9.4,2.7,32.4,5.5,95.6,0,95,960,19,217.7,111.1,0.9,3.2,5.5,51,12.4,27,79382,68286,64155,47505,10.4,13.3,46.1,10.3,15.8,14.1,3.6,1.8,92.8,0.9,0,0,0.9,80.1,4,3.6,0,181736,1.375,17408584,65.4,24.4,10.2,1599415,5052204,0,16307362,9131,49.2,38.9,5.9,8.4,0.7,5,0.3,3.1,0.3,0,37.3,"1,000 to 1,599",Non-metropolitan Stable,"$178,741 to < $225,013",$1.3141 to under $1.4301
EVADALE ISD,3,441,0,3.4,92.7,0,0,0,3.9,31.7,1.4,15,1.4,38.8,0.2,95.1,0,35,992,-1,71.2,40,1.4,2.8,6.4,56.2,12.2,21,114220,68750,58905,48932,0,11,17.5,16.4,10,29.2,0,0,100,0,0,0,0,73.7,12.7,1.7,0,795740,1.315,5642376,6.3,83.5,10.2,559144,1908657,0,5991975,12307,51.3,42.3,9.2,2.9,0,5.2,0,5.8,0.1,1.2,33.3,Under 500,Rural,"$697,496 to < $814,022",$1.3141 to under $1.4301
FT DAVIS ISD,1,224,0,61.2,37.9,0,0,0,0.9,42,13.8,13.4,13.8,26.3,15.6,95.7,1.2,16,1202,17.8,42.3,23.2,2.4,5,2.4,54.8,14.2,21.3,93541,67859,68456,49857,30.7,9.7,25.1,15.9,25.9,13.6,0,21.1,72.4,0,0,0,6.5,69.1,9.8,3.4,0.4,916894,1.17,3048708,13.7,80,6.3,0,2016724,0,3231646,13264,56.3,43.7,8.7,7.9,1.5,3.1,0.7,4.5,0.9,1.2,27.9,Under 500,Rural,"$847,341 and over",Under $1.1701
VALENTINE ISD,1,40,0,62.5,27.5,0,5,0,5,67.5,17.5,5,17.5,45,0,95.8,0,5,-1,-1,16.6,9.6,9.6,1.5,1.5,57.6,6,23.8,86298,83080,83080,57956,50.9,4.2,15.7,19.5,32.1,21,0,26.1,63.5,0,0,0,10.4,85.5,0,6.2,0,1276802,1.04,1524211,57.9,38,4.1,10246,408162,0,1550534,37168,51,45.5,1.1,6.3,0.6,1.9,0,4.3,0.2,5.2,34.9,Under 500,Rural,"$847,341 and over",Under $1.1701
TEKOA ACADEMY OF ACCELERATED STUDI,4,463,90.5,5.6,2.2,0.4,0,0,1.3,94.8,0,3.2,0,14.7,0,94.6,1.6,26,861,.,36.8,18.8,1.4,1.4,0,51.2,0,46.1,270000,270000,.,50685,86.5,24.6,47.4,8.5,21,39.1,68.4,0,21.1,0,10.5,0,0,100,0,0,0,0,0,4595386,78.9,2.5,18.5,0,0,2644253,5018564,10802,42.8,59.5,2.6,12,0,0.6,0,0.1,0,0.2,25.1,Under 500,Charters,Non-taxing entities,Non-taxing entities
EHRHART SCHOOL,1,458,18.1,77.3,3.5,0,0.7,0,0.4,90,58.1,8.7,57.9,0,3.5,97.8,.,.,.,.,46.2,30.2,4.3,4.3,0,65.4,15.1,10.8,105500,70685,.,47120,38.9,15.1,62,6.6,3.3,29.5,13.2,9.9,76.9,0,0,0,0,96.7,3.3,0,0,0,0,5180754,88,0,12,429251,0,0,3717447,8645,54.8,32.3,5.3,17.8,2.9,0,0.3,0.4,0,2.3,38.6,Under 500,Charters,Non-taxing entities,Non-taxing entities
BOB HOPE SCHOOL,3,1943,16.7,80.6,1.3,0.1,0.5,0,0.8,91,46.1,3.8,69.1,25.7,0,97.3,0.5,90,944,.,242.7,107.8,1.3,2.8,5.1,44.4,24.2,22.3,105599,72930,54586,48817,75.9,18,87.4,2.5,10.7,34,19.7,41.8,35.7,0.9,0.9,0,0.9,91.1,3.6,0,0,0,0,17377901,81,6.6,12.4,147206,0,3383781,14572141,10043,49.2,27.8,4.6,14.9,1.3,3.6,0,0.7,1.6,3,42.5,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities
NEDERLAND ISD,7,5196,9.3,27.4,53.9,0.5,6.5,0.1,2.3,44.6,8.9,11.5,8.5,23.2,4.4,96,0.6,347,1058,21.3,670.9,359.8,1,2.9,8.4,53.6,8.6,25.5,114484,85581,71126,58749,12.6,14.4,21,15,15.8,13.2,1.1,7.4,88.7,0.6,1.7,0,0.6,77.1,10.2,2,3.2,452742,1.15,55002673,34.6,56.2,9.2,2623934,18480709,0,53052250,9728,56.8,47.5,12.3,6.8,0.3,3.4,0.2,3.2,0.9,0,25.3,"5,000 to 9,999",Other Central City Suburban,"$450,515 to < $472,586",Under $1.1701
PORT ARTHUR ISD,13,8156,41.7,48.9,2.8,2.5,3.1,0,0.9,77.9,26.7,9.8,24.1,19.3,3.7,93.8,3.2,458,895,15.8,1278.6,547.8,1.1,4.2,8.6,42.8,12.4,30.8,102393,74014,65297,53517,75.6,14.9,49.2,9.8,24.9,17.9,44.1,12.2,38.8,0.7,2.9,0.2,1.1,68.8,10,4.7,10.1,436967,1.485,146554893,26.6,59.5,13.9,22543494,26621557,0,153497709,12226,53.9,44.1,10.8,9,1.2,2,0.2,1.3,0.7,1.8,29,"5,000 to 9,999",Other Central City Suburban,"$407,429 to < $450,515",$1.4301 and over
PORT NECHES-GROVES ISD,11,5179,3.1,28.1,60.2,0.2,5.7,0,2.7,38.2,6.2,9.7,6.1,28.3,10.6,95.8,0.3,339,1040,22,460.8,353,1.5,2.6,9.8,76.6,9.5,0,127523,98681,65853,55450,6.7,14.7,19.6,14.4,17.3,13.5,0,5.4,92.9,1.4,0,0,0.3,79.8,7.5,2.3,1.3,457574,1.444,61755784,28.8,61.5,9.6,7737806,23668294,0,58514264,9589,57.1,40.5,13.5,9.9,0.4,3.7,2,3.1,0.9,0.3,25.7,"5,000 to 9,999",Other Central City Suburban,"$450,515 to < $472,586",$1.4301 and over
BEAUMONT ISD,28,18122,59.4,26.1,9,0.3,2.9,0.1,2.3,72.5,13,8.7,12.7,26.6,7.5,92.8,4.5,1040,1006,20.4,2346.6,1110,1.5,3.4,9.1,47.3,11.5,27.1,85936,72641,61985,51615,66.7,16.3,42.6,10.9,25.1,22.8,45.6,6.5,44.8,0.4,1,0.2,1.5,79.2,8.6,1.1,2.5,550301,1.294,219336295,16.8,66.5,16.6,30438022,53613915,0,211396727,9480,53.4,36.4,12,9.8,0.6,2.8,1.7,2.5,2.2,3.7,28.3,"10,000 to 24,999",Other Central City,"$530,196 to < $559,445",$1.1701 to under $1.3141
SABINE PASS ISD,1,375,24,39.7,32.8,0,2.1,0.3,1.1,57.1,2.1,2.1,1.6,42.9,2.7,96.5,0,34,1032,-1,65.2,33.9,1.5,3.2,9.2,51.9,6.1,28,146095,81145,55595,51812,18.8,11.1,41.3,9.5,14.6,7.1,8.9,5.9,82.5,0,2.8,0,0,79.6,1.6,0,0,2441380,1.337,8288711,4.7,90.2,5.1,1654487,13126542,0,8530378,18033,46.8,37.2,3.5,7.2,0,6.2,0.2,2.7,1.9,0.7,40.5,Under 500,Rural,"$847,341 and over",$1.3141 to under $1.4301
HAMSHIRE-FANNETT ISD,4,1917,9.1,16.4,70.4,0.9,1.4,0.1,1.7,58.7,5,9,5,37.5,5.7,95.3,1,124,1067,21.7,240,136.7,1.7,3,10,57,7.5,20.8,101916,74065,59455,48523,17,14,41,11.7,11.6,23,3.7,6.6,89,0,0,0.7,0,72.9,5.4,3.6,1.8,369636,1.416,25185826,42,46.6,11.4,3284601,6994048,0,21460743,8780,50.4,42.5,7.7,6.8,0.2,4.6,0.5,4.6,0.9,1,31.2,"1,600 to 2,999",Other Central City Suburban,"$360,988 to < $382,055",$1.3141 to under $1.4301
JIM HOGG COUNTY ISD,3,1150,0.3,97.3,2.2,0.1,0.1,0,0.1,85.2,7.8,9.3,6.8,28.8,9.7,93.7,0.9,74,888,17.2,191.5,87.5,2.6,3.1,6.3,45.7,13.1,29.2,98354,80461,60040,53395,94.8,13.1,22.9,15.1,11.4,15.1,0,94.3,5.7,0,0,0,0,79.2,7.8,3.4,0,273140,1.28,20384452,52.3,22.5,25.1,4561127,1688210,0,24617072,14011,52.6,32.2,12.8,20.6,0.6,4.5,0.1,3.6,0.4,0,25.3,"1,000 to 1,599",Non-metropolitan Stable,"$266,163 to < $288,727",$1.1701 to under $1.3141
ALICE ISD,10,4864,0.7,92.4,6.4,0,0.4,0,0.1,82.7,2.8,11.2,2.4,28,3,92.9,1.8,289,1069,18.6,712.4,294.8,1.5,3.8,10.1,41.4,13.2,30,89535,69717,54902,51284,82.3,16.5,33,12.8,21.7,23.4,0,70.2,28.4,0,0.3,0,1,81.5,4.6,5.3,0.1,226590,1.33,55119785,54.5,26.1,19.4,3493151,18527641,0,54605798,9884,49.8,36.1,11.7,13.3,0.3,2.8,0.2,2.5,0.7,2.1,30.3,"3,000 to 4,999",Independent Town,"$225,013 to < $266,163",$1.3141 to under $1.4301
BEN BOLT-PALITO BLANCO ISD,2,521,0,94.8,4.8,0,0,0,0.4,76.8,4,10.6,4,40.7,5.8,93.8,0,49,-1,16.8,67.6,31.7,3,4.4,3,47,13.3,29.3,98333,72573,59414,45294,97,16.4,37.8,12.7,25.2,36.4,3.2,93.7,3.2,0,0,0,0,84.4,5.6,0,0,167986,1.47,6888494,71.1,17.6,11.4,472051,-384505,0,6452065,11487,46.5,44,7.4,2.1,0.7,3.9,1.2,3.9,0,0.4,36.5,500 to 999,Rural,"$131,514 to < $178,741",$1.4301 and over
ORANGE GROVE ISD,4,1826,0.3,60.1,38.7,0,0.3,0,0.6,59.6,1.7,11.5,1.7,28.1,6.2,95,0.6,130,-1,18.5,253,120.6,2,3.4,7.3,47.7,15.2,24.5,97593,79208,61768,51274,48,15.1,21.7,14.5,24.5,12.1,0.1,32.3,66.7,0.8,0,0,0,71.9,12.7,2.5,0.2,221956,1.279,19714927,55.6,27.5,17,782245,5966102,0,24111492,10162,57.7,35.6,22,7.9,0.8,4.2,0.2,2.3,0.1,1.6,25.2,"1,600 to 2,999",Non-metropolitan Stable,"$178,741 to < $225,013",$1.1701 to under $1.3141
PREMONT ISD,2,664,0.2,96.5,2.9,0.2,0.3,0,0,91.9,5.4,15.5,5.6,42.5,4.8,91.6,0,27,804,15.5,89.5,45.1,2.3,8,5.6,50.3,22,11.7,113563,58990,56699,49661,91.1,14.7,17.7,15.4,28.7,5.7,0,90.4,7.4,0,2.2,0,0,87.4,3.8,0,0,234290,1.653,10283116,48,18.1,34,632747,2358238,0,16119665,13991,43.7,24.7,6.9,31.8,0.1,3.5,0,1.6,0.3,0,31.1,500 to 999,Non-metropolitan Fast Growing,"$225,013 to < $266,163",$1.4301 and over
LA GLORIA ISD,1,129,0,97.7,2.3,0,0,0,0,65.1,0,7,0,0,3.1,96.5,.,.,.,.,18.2,7.5,2.7,2.7,0,41.1,26,27.4,111351,111351,.,53806,91.8,17.2,26.7,11.9,13.3,13.3,0,80,20,0,0,0,0,100,0,0,0,387839,1.04,1543381,54.1,36.2,9.7,22000,763183,0,1434688,10991,51.1,45.7,2.3,13.1,0.2,0,0.3,0,0,0,38.4,Under 500,Rural,"$382,055 to < $407,429",Under $1.1701
KAUFFMAN LEADERSHIP ACADEMY,1,102,0,12.7,82.4,0,0,0,4.9,55.9,0,18.6,0,11.8,0,86.2,5.6,5,731,-1,23.3,14.9,2.1,2.1,0,64,0,31.7,38588,38588,.,37617,38.3,6.8,66.5,7.5,26.8,32,6.7,6.7,60.3,0,26.3,0,0,91.7,0,0,0,0,0,300568,100,0,0,0,0,446824,1248119,11887,59.5,60.6,1.4,0,0,0,0,0,0,0,38,Under 500,Charters,Non-taxing entities,Non-taxing entities
ALVARADO ISD,7,3656,2.7,42.7,51,0.7,0.3,0.1,2.6,63.9,19.8,7.9,19.7,28.9,7.3,95.6,0.1,254,1003,20.8,460.2,228.5,2.7,3.3,7.7,49.6,19.6,17.2,96009,74834,64296,59764,20.6,16,46.8,9.5,21.3,18.2,2.6,13.6,82.5,0.4,0,0,0.9,71.1,7.9,5.7,6.3,335003,1.461,41595494,42.7,44.8,12.6,6074526,15350884,0,41533686,9702,57.1,41.8,11.9,8.9,0.6,3.2,2.1,2.8,0,0.6,28,"3,000 to 4,999",Other Central City Suburban,"$317,442 to < $337,807",$1.4301 and over
BURLESON ISD,19,12758,7.1,24.4,62.1,0.5,1.2,0.3,4.5,36.3,6.2,10.3,5.9,28.8,6.9,96,1.2,865,1058,21.2,1561.2,800,0.7,2.9,10.3,51.2,8.7,26.2,125972,86562,68293,58833,18.8,15.9,35.5,10.4,23.4,16.6,2.6,7.9,87.8,0.6,0.5,0.1,0.5,83.4,5.4,4,2.2,336545,1.67,140860820,40.9,51.6,7.4,23497607,27481804,0,189407538,8709,56.5,48.8,14.6,3.9,0.4,2.9,0.6,2.5,0.8,0.7,24.9,"10,000 to 24,999",Other Central City,"$317,442 to < $337,807",$1.4301 and over
CLEBURNE ISD,12,6882,3.3,42.4,47.5,0.6,0.4,2.1,3.6,64.6,20.8,11.2,21.7,33.8,9,94.9,1.5,409,1022,20.8,973.7,482.6,0.9,3.1,7.8,49.6,10.5,28.2,121967,84872,71888,59381,23.3,14.3,32.1,12.5,19.3,12.7,1.7,14.6,81.7,1,0.2,0,0.8,70.9,8.3,4,7.9,362837,1.63,77999824,39.7,49.5,10.7,11978858,22490064,0,121686656,9936,57,45.1,10.6,7.3,0.9,3.9,0.4,2.7,1.1,2.7,25.4,"5,000 to 9,999",Other Central City Suburban,"$360,988 to < $382,055",$1.4301 and over
GRANDVIEW ISD,3,1348,1.3,17.7,77,0.7,0.7,0.1,2.4,36.2,4.5,9.3,4.5,28.9,7.2,97.1,0,1,1080,21.3,159.1,97.3,1.9,2.7,3.7,61.1,13.8,16.7,105525,73631,67784,56036,7.4,13.9,15.4,15.4,28.6,11.3,0,1,99,0,0,0,0,81.3,8.5,1,0.4,224565,1.266,13061094,61.4,32.7,5.9,1059677,4577294,0,12869462,9092,63.7,52.8,6.6,5.4,0.2,5.3,1.2,2.4,0.9,0.1,25,"1,000 to 1,599",Non-metropolitan Fast Growing,"$178,741 to < $225,013",$1.1701 to under $1.3141
JOSHUA ISD,11,5594,1.8,30,64.4,0.4,0.6,0.2,2.6,50.4,11,9.7,11,25.9,3.1,96.1,0.4,384,1041,22.1,742.6,411.1,1.6,3.2,8.7,55.4,10.4,20.7,104961,77422,62853,60526,15.8,13.6,25.7,12.8,19.2,12.7,0.5,7.5,89.6,0.2,0.5,0,1.7,75.6,6.1,2.9,3.6,246184,1.52,63437058,52.7,36,11.3,7133177,13117073,0,64041553,9890,58.3,51.5,10.1,5.3,0.5,4.1,0.2,2.8,1.1,0,24.4,"5,000 to 9,999",Other Central City Suburban,"$225,013 to < $266,163",$1.4301 and over
KEENE ISD,4,1094,3.7,36.1,37.2,0.5,0.3,17,5.1,75.5,19.9,10,19.9,29.6,4.8,95.5,0.8,81,1028,19.3,147.8,86.3,1.4,5.1,6.6,58.4,18.9,9.8,118953,71143,61766,48291,30.7,12.7,52.5,8.1,19.9,21.1,5.8,16.2,76.8,1.2,0,0,0,72.5,8.7,8.3,1.7,139900,1.401,13911331,70.1,20.8,9.2,1596553,2752611,0,12726338,9991,58.5,43.1,6.9,13.6,3,3.2,0.3,2.4,1.7,0.7,25.2,"1,000 to 1,599",Non-metropolitan Stable,"$131,514 to < $178,741",$1.3141 to under $1.4301
RIO VISTA ISD,3,753,0.1,19.4,77.4,0.4,0,0,2.7,60.7,5.7,11,5.4,40.5,11.6,95.5,0.4,69,1050,20.1,116.1,70.7,0.9,3.7,5.2,60.9,8.3,21,93437,76025,58446,53015,8.2,10.6,27.4,14.1,12.3,22.7,0,0.2,96.1,2.8,0,0,0.9,77.3,4.9,4.2,0.1,340858,1.6,10206483,52.7,40.5,6.9,1319590,2177563,0,9843500,11247,54.3,46.2,3.4,10.8,0,4,0.6,3.3,0.1,2,29.6,500 to 999,Rural,"$337,807 to < $360,988",$1.4301 and over
VENUS ISD,4,2178,3.7,59.4,33.5,0.5,1.1,0.1,1.7,76,23.5,9.2,23.4,28.1,5.9,96.8,2.1,146,985,19.1,300.9,161.3,2.3,3,7,53.6,10.3,23.8,97677,66302,59508,49890,21.5,13.5,44.3,8.7,20.4,26.6,4.3,18.6,75.2,0,1.9,0,0,76.3,7.8,0,9.2,121195,1.59,27366086,70,18.9,11.1,2787937,10269177,0,28984499,9921,52.4,43.4,8.8,6.7,1.4,3.2,0.2,3.3,1.5,1.3,30.2,"1,600 to 2,999",Other Central City Suburban,"Under $131,514",$1.4301 and over
GODLEY ISD,5,2346,0.7,28.7,67.5,1.1,0.2,0,1.8,53.3,11.4,12.2,11.3,32.3,5.6,95.7,0.5,118,1067,21.2,411.2,171.4,1,3.2,11.1,41.7,15.1,28,119618,74151,60250,52077,14.1,13.7,21.6,12.7,19.2,17.8,0,4.6,94.3,0.6,0,0.6,0,68,9.9,10.9,0,356067,1.54,31097803,44.2,45.7,10.1,4618564,3722634,0,31017167,12140,53.7,39.2,20.5,5.7,0.3,4.1,0.2,3.1,0.6,1,25.3,"1,600 to 2,999",Major Suburban,"$337,807 to < $360,988",$1.4301 and over
ANSON ISD,3,726,1.5,49.3,45,0.1,0.4,0.3,3.3,64.3,2.3,13.2,2.3,33.7,7.7,95.8,0,53,1070,19.6,123.5,71.8,0.8,2.6,4.9,58.2,15.4,18.2,130419,75097,62088,50424,24.3,10.1,37.6,12,13.7,20.3,0,16.7,83.3,0,0,0,0,72.1,8.5,11.6,0,173907,1.384,9764072,68.5,18.9,12.6,783196,2805223,0,10280718,11441,53.3,42,7.3,10.6,0.1,4.2,0.3,4.5,0.6,0,30.5,500 to 999,Rural,"$131,514 to < $178,741",$1.3141 to under $1.4301
HAMLIN COLLEGIATE ISD,2,417,4.1,43.6,47.7,0,1,0,3.6,65.7,5.3,12.7,5.3,30.7,2.2,96.5,0,28,.,17.3,64.4,31.8,4.2,3.3,4.6,49.4,19.2,19.4,54127,73745,50891,47554,22.4,13.1,43.8,11.4,12.6,30.2,0,18.7,78.2,3.1,0,0,0,76.4,6.4,6.5,0,301724,1.395,5597277,56.9,28.5,14.6,342804,1963322,0,5281871,11150,47.5,27.1,5.5,15.4,0.2,5.7,0.2,6.1,0.8,0.8,38.1,Under 500,Rural,"$288,727 to < $317,442",$1.3141 to under $1.4301
HAWLEY ISD,3,809,0.4,20.3,77.1,0.2,0.1,0.2,1.6,54.3,0.4,12.2,0.4,42,10.6,96.5,0,51,1024,20.1,135,77.1,1.7,2.4,4.2,57.1,15.6,19.1,100126,56203,56125,47634,9.6,10.5,35,13,11.4,21.6,0,6.5,92.2,0,0,0,1.3,77.2,9.5,5.3,0,182939,1.36,9408387,70.2,22.7,7.2,452607,2795327,0,8655402,10217,53.8,41.4,8.6,8.8,0,4.1,0.3,5.1,1.1,1.6,28.9,500 to 999,Rural,"$178,741 to < $225,013",$1.3141 to under $1.4301
LUEDERS-AVOCA ISD,2,105,1.9,31.4,63.8,0,0,0,2.9,69.5,0,20,0,45.7,0,96.2,0,10,.,20.3,30.8,17.1,1.1,5.2,1.7,55.5,16.3,20.2,101455,81129,46746,48939,19.5,6.2,29.3,12,25.5,46.8,11.7,17.6,70.7,0,0,0,0,78.1,7.6,5.9,0,714260,1.245,2159223,44.8,44.8,10.4,139642,449228,0,2060846,18240,53.2,32,5.9,15.2,0,7,0.1,4.2,0.6,0,35.2,Under 500,Rural,"$697,496 to < $814,022",$1.1701 to under $1.3141
STAMFORD ISD,3,640,8.1,49.5,38,0.6,0.5,0,3.3,64.5,4.5,10.8,4.4,36.9,2.2,96,1.5,41,.,21.2,112.1,57.1,2.7,2.7,3.7,51,18.7,21.3,96214,89318,58488,51633,29,11.2,21,16,5.3,10.2,0,7.2,92.8,0,0,0,0,75,7.9,7,0,155552,1.48,11154186,61.5,11.8,26.7,653531,873849,0,10701651,15179,52,28.7,29.5,10.1,0.2,4.3,0.1,3,1.6,0,22.5,500 to 999,Rural,"$131,514 to < $178,741",$1.4301 and over
KARNES CITY ISD,6,1082,2.3,73.1,23.8,0,0.1,0,0.7,72.5,5,14.4,4.8,35.8,9,95.5,0,73,1021,18.8,211.9,87.5,1.4,2.4,12.9,41.3,19.7,22.4,69506,85894,55125,57942,48.9,12.4,27.4,13,19.3,15.9,0,31.2,66.5,0,0,0,2.3,72.6,7,5.8,0.6,3179129,1.167,27442044,3.4,81.2,15.4,5756570,46078451,0,21312831,14540,58,41.2,4.6,20.5,0.2,3.1,1.4,1.2,1,0.2,26.8,"1,000 to 1,599",Non-metropolitan Stable,"$847,341 and over",Under $1.1701
KENEDY ISD,3,755,1.6,85.7,10.7,0,0.9,0,1.1,76.7,6.4,15.5,6.2,23.4,6.9,94.8,3.2,47,928,17.5,120.6,56,2.5,4.1,3.3,46.5,16.8,26.8,101925,71398,65843,49182,51.3,13.5,35.8,11.5,17.8,27.2,3.6,27.1,69.4,0,0,0,0,82.4,3.9,4.5,0.5,1391169,1.258,13398682,8.8,78.2,13,3081371,8855772,0,17431736,13130,52.1,31.9,13.7,10.7,0.1,3.9,1.3,4.1,0.6,2.5,31.4,500 to 999,Rural,"$847,341 and over",$1.1701 to under $1.3141
RUNGE ISD,2,233,0,91.4,8.2,0,0,0,0.4,82,0.4,14.6,0.4,27.9,7.7,93.7,2.6,16,895,17.6,45.4,18.3,4.4,5.1,11.2,40.4,21.3,17.6,79320,75146,52580,48202,52,12.7,49.1,10.3,16.4,34.6,5.5,40.4,43.6,0,0,0,10.5,75.7,3.6,5,0,1629223,1.5,6348323,4.6,67.5,27.9,2258835,3661407,0,6360195,15923,59.3,32.2,7.1,20.7,0,4.1,0.1,5.4,0.5,1.3,28.7,Under 500,Rural,"$847,341 and over",$1.4301 and over
FALLS CITY ISD,3,383,0.3,23.2,75.2,0,0.3,0,1,20.4,2.9,9.7,2.1,43.9,8.1,97.5,0,26,1064,21.7,57.9,32.4,1.7,1.8,5.2,56.1,10.5,24.7,111240,69206,58582,56938,17.1,11.8,23.7,12.5,12,12,0,15.3,84.7,0,0,0,0,82.4,7.4,0,0,1518314,1.54,7707624,6.5,89.4,4.1,2978652,7650294,0,7414583,12295,52.8,45.1,7.4,4,0.1,5.5,0.3,3.9,1.3,0,32.4,Under 500,Rural,"$847,341 and over",$1.4301 and over
CRANDALL ISD,8,4573,18.7,31.9,45.7,0.4,0.5,0.1,2.7,52.8,13.5,11.7,13.1,27.4,5.6,96.1,0.2,286,1031,20.1,596.6,306.4,1.7,4,9.9,51.4,12.2,20.9,100608,73974,65280,54993,20.6,14.9,42.3,9.6,24.4,20.1,7.8,5.2,84.7,0.7,0.3,0.3,1,70.9,13,3.4,3.8,169931,1.54,48256595,62.5,30.7,6.8,8024577,8173327,0,53441816,9207,54.4,43.7,12.1,5.1,1.9,4,0.2,3.6,0.6,1.2,27.7,"3,000 to 4,999",Major Suburban,"$131,514 to < $178,741",$1.4301 and over
FORNEY ISD,13,11944,23.1,27.1,43.7,0.4,2.1,0.2,3.5,32,8.7,10.7,10,36.7,4.4,96,0.3,756,1058,21.4,1316.5,712.9,1.1,3.1,10,54.2,9,22.6,118903,78933,66324,55777,29,16.8,38.1,9.5,27.4,23.4,8.8,9.2,79.8,0.1,0.6,0.1,1.4,78,7.8,1.6,1.9,319351,1.54,112061680,40.9,53.9,5.2,23091893,21309901,0,133801459,7691,57.7,48.1,11.6,5.6,0.6,2.9,0.2,2.8,2.3,0.5,25.6,"10,000 to 24,999",Major Suburban,"$317,442 to < $337,807",$1.4301 and over
KAUFMAN ISD,7,4055,4.6,49.7,42.4,0.5,0.3,0.1,2.4,75.4,19.9,10.3,19.6,27.8,6.7,95.4,0.3,329,1019,20.2,514.7,271.9,1.9,3.6,7.3,52.8,17.9,16.4,116645,75045,64288,55593,23.2,14.9,26.5,13.4,18.3,14.2,2.2,9.9,86.6,0.2,0.7,0,0.4,68.3,6.4,10.7,2.2,168459,1.55,46927260,63.3,25.4,11.3,5048274,12889582,0,43521149,9474,57,40.3,8.9,11.1,1.9,3.8,0.4,2.6,0.8,2,28.2,"3,000 to 4,999",Other Central City Suburban,"$131,514 to < $178,741",$1.4301 and over
